driver_gender,driver_age,driver_race,is_arrested,stop_duration,drugs_related_stop,violation,stop_outcome
F,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,39,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,49,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,22,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,53,White,TRUE,30+ Min,FALSE,Moving violation,Arrest Driver
M,21,White,FALSE,0-15 Min,FALSE,Other,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,FALSE,0-15 Min,FALSE,Other,Citation
M,56,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,21,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,50,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,64,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,41,Black,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,61,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,53,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,Black,FALSE,0-15 Min,FALSE,Registration/plates,Citation
M,45,Black,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,58,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,46,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,64,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,23,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,48,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,44,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,52,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,52,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,27,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,37,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,29,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,45,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
F,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,White,FALSE,0-15 Min,FALSE,Registration/plates,Citation
M,26,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,57,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,TRUE,16-30 Min,TRUE,Speeding,Arrest Passenger
M,39,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
F,25,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,17,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,43,White,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,26,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Equipment,N/D
M,36,White,TRUE,16-30 Min,FALSE,Moving violation,Arrest Driver
M,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Black,FALSE,16-30 Min,FALSE,Equipment,Citation
F,62,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,White,FALSE,16-30 Min,FALSE,Moving violation,Warning
F,18,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,38,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,34,Black,FALSE,0-15 Min,FALSE,Registration/plates,Citation
M,51,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,54,White,FALSE,0-15 Min,FALSE,Registration/plates,Citation
F,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,63,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,52,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,46,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
F,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
F,44,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,45,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,49,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,31,White,FALSE,0-15 Min,FALSE,Registration/plates,Citation
F,19,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,36,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,47,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,50,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,16-30 Min,FALSE,Equipment,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,27,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,20,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,52,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,58,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,55,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,40,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,24,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,TRUE,16-30 Min,FALSE,Speeding,Arrest Driver
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,26,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,TRUE,30+ Min,FALSE,Other,Arrest Driver
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,37,White,TRUE,16-30 Min,FALSE,Equipment,Arrest Driver
F,47,Asian,FALSE,0-15 Min,FALSE,Equipment,Citation
F,45,White,FALSE,0-15 Min,FALSE,Other,Citation
M,20,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,20,Black,TRUE,30+ Min,FALSE,Equipment,Arrest Passenger
M,33,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,37,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,34,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,58,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,50,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,41,White,TRUE,0-15 Min,FALSE,Equipment,Arrest Passenger
F,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,49,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,18,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,43,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,37,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
M,,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,49,Hispanic,TRUE,0-15 Min,TRUE,Speeding,Arrest Passenger
M,44,White,FALSE,0-15 Min,FALSE,Moving violation,N/D
F,21,White,FALSE,0-15 Min,FALSE,Registration/plates,Citation
M,42,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,44,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,21,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,39,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,18,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,39,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,52,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,51,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,48,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,58,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,37,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,39,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
F,53,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,60,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,48,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,White,FALSE,16-30 Min,FALSE,Equipment,Citation
M,22,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,26,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,17,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,51,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
F,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,White,TRUE,30+ Min,FALSE,Moving violation,Arrest Driver
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,Black,TRUE,16-30 Min,FALSE,Speeding,Arrest Driver
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,32,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,34,Black,FALSE,16-30 Min,FALSE,Registration/plates,Citation
F,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,Black,FALSE,16-30 Min,FALSE,Registration/plates,Citation
F,41,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,54,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,60,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,36,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,51,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,52,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,31,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,48,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,51,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,Black,FALSE,0-15 Min,FALSE,Equipment,Citation
F,34,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,46,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,22,White,FALSE,0-15 Min,FALSE,Registration/plates,Citation
M,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,30+ Min,FALSE,Equipment,Citation
M,42,White,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
M,23,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,Black,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,46,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,56,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,18,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,39,White,TRUE,30+ Min,FALSE,Moving violation,Arrest Driver
M,56,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,50,Black,TRUE,30+ Min,FALSE,Other,Arrest Driver
M,31,White,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,41,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,20,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,41,White,FALSE,16-30 Min,FALSE,Moving violation,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,60,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,TRUE,16-30 Min,FALSE,Speeding,Arrest Driver
M,33,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,19,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,26,Hispanic,FALSE,16-30 Min,FALSE,Speeding,Citation
M,80,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,53,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,39,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,37,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,25,White,TRUE,16-30 Min,FALSE,Speeding,Arrest Driver
M,35,White,FALSE,0-15 Min,FALSE,Other,Citation
M,36,White,FALSE,30+ Min,FALSE,Other,Citation
M,39,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,63,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
F,34,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,56,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,49,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,32,White,FALSE,0-15 Min,FALSE,Equipment,N/D
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,49,Black,FALSE,16-30 Min,FALSE,Speeding,Citation
M,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,49,White,FALSE,0-15 Min,FALSE,Other,No Action
M,69,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Other,Citation
M,27,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,29,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,N/D
F,20,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,30+ Min,FALSE,Registration/plates,Citation
M,53,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,54,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,28,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,40,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,32,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,19,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,26,Black,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,Black,TRUE,0-15 Min,FALSE,Speeding,Arrest Driver
F,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,40,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Hispanic,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,39,Black,TRUE,0-15 Min,FALSE,Moving violation,Arrest Driver
F,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,44,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,33,White,FALSE,16-30 Min,FALSE,Registration/plates,Citation
M,43,Black,FALSE,0-15 Min,FALSE,Equipment,Citation
F,46,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,26,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,42,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,21,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,30,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,53,White,FALSE,16-30 Min,FALSE,Speeding,Citation
F,20,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,27,White,FALSE,0-15 Min,FALSE,Equipment,Citation
F,35,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,Black,FALSE,30+ Min,FALSE,Other,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,24,Black,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,27,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
F,17,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,35,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,19,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,18,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,42,White,TRUE,30+ Min,FALSE,Speeding,Arrest Driver
M,34,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,38,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,25,White,FALSE,16-30 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,32,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
F,26,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,37,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,23,Hispanic,FALSE,0-15 Min,FALSE,Equipment,Citation
M,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,66,White,FALSE,0-15 Min,FALSE,Equipment,Citation
M,32,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,44,White,FALSE,0-15 Min,FALSE,Speeding,Citation
F,43,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,47,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,31,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,32,Black,FALSE,0-15 Min,FALSE,Speeding,Citation
M,24,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,41,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,19,White,FALSE,0-15 Min,FALSE,Moving violation,Citation
M,24,Asian,FALSE,0-15 Min,FALSE,Speeding,Citation
M,45,White,FALSE,0-15 Min,FALSE,Speeding,Citation
M,22,White,FALSE,0-15 Min,FALSE,Speeding,Citation
